,Marque,Modèle,boite,horsepower,fuel,nbre_portes,cylindrée,Prix,year,kilometrage
414,toyota,land-cruiser-79 4.2-l-diesel-4x4-simple-cabine,Manuelle,11CV,Diesel,2,4164CM³,144 800DTTTC,0,0
415,toyota,hilux-simple-cabine 2.4-l-diesel-d-4d-4x4,Manuelle,8CV,Diesel,2,2393CM³,123 800DTTTC,0,0
416,toyota,hilux 2.4-l-diesel-d-4d-4x4-double-cabine#specs,Manuelle,8CV,Diesel,4,2393CM³,159 800DTTTC,0,0
417,toyota,hilux 2.4-l-diesel-d-4d-4x4-bva-double-cabine#specs,Automatique,8CV,Diesel,4,2393CM³,192 900DTTTC,0,0
418,toyota,hiace 2.5-l-diesel-16-places,Manuelle,10CV,Diesel,5 | 2 portes latérales coulissantes,2494CM³,142 000DTTTC,0,0
419,toyota,coaster 4.2-l,Manuelle,11CV,Diesel,2 | 1 porte latérale battante,4164CM³,243 000DTTTC,0,0
420,toyota,hiace-van 3.0-l-diesel,Manuelle,10CV,Diesel,3 | 1 porte latérale coulissante,2986CM³,79 900DTTTC,0,0
421,volkswagen,virtus 1.0-l-confortline#specs,Manuelle,6CV,Essence,4,999CM³,65 980DTTTC,0,0
422,volkswagen,virtus 1.0-l-highline#specs,Automatique,7CV,Essence,4,999CM³,79 980DTTTC,0,0
423,volkswagen,virtus 1.0-l-topline#specs,Automatique,7CV,Essence,4,999CM³,86 980DTTTC,0,0
424,volkswagen,t-cross 1.0-l-confortline#specs,Manuelle,6CV,Essence,5,999CM³,75 980DTTTC,0,0
425,volkswagen,t-cross 1.0-l-highline#specs,Automatique,7CV,Essence,5,999CM³,92 980DTTTC,0,0
426,volkswagen,t-cross 1.0-l-topline#specs,Automatique,7CV,Essence,5,999CM³,104 980DTTTC,0,0
427,volkswagen,polo 1.0-l-drive#specs,Manuelle,5CV,Essence,5,999CM³,85 480DTTTC,0,0
428,volkswagen,polo 1.0-l-life#specs,Manuelle,5CV,Essence,5,999CM³,93 480DTTTC,0,0
429,volkswagen,tiguan 1.4-l-tsi-life-2024#specs,Automatique,8CV,Essence,5,1395CM³,154 980DTTTC,0,0
430,volkswagen,tiguan 1.4-l-tsi-elegance-2024#specs,Automatique,8CV,Essence,5,1395CM³,169 980DTTTC,0,0
431,volkswagen,tiguan 1.4-l-tsi-r-line-2024#specs,Automatique,8CV,Essence,5,1395CM³,197 980DTTTC,0,0
432,volkswagen,amarok 2.0-l-tdi-4x4-bva-life-double-cabine#specs,Automatique,5CV,Diesel,4,1996CM³,199 980DTTTC,0,0
433,volkswagen,amarok 2.0-l-tdi-4x4-bva-aventura-double-cabine#specs,Automatique,5CV,Diesel,4,1996CM³,239 980DTTTC,0,0
434,volkswagen,caddy-cargo 2021-2.0-l-tdi-business,Manuelle,7CV,Diesel,4 | 1 porte latérale coulissante | 2 portes arrières battantes vitrées,1968CM³,75 980DTTTC,0,0
435,volvo,ex30 single-motor#specs,Automatique,5CV,Electrique,5,,124 900DTTTC,0,0
436,volvo,ex30 single-motor-extended-range#specs,Automatique,5CV,Electrique,5,,159 900DTTTC,0,0
437,volvo,ex30 twin-motor#specs,Automatique,8CV,Electrique,5,,169 900DTTTC,0,0
438,volvo,xc40 2.0-l-plus-dark-23#specs,Automatique,9CV,Essence | Hybride léger,5,1969CM³,192 900DTTTC,0,0
439,volvo,xc40 2.0-l-ultimate-dark#specs,Automatique,9CV,Essence | Hybride léger,5,1969CM³,214 900DTTTC,0,0
440,volvo,ec40-recharge twin-ultra-black-edition,Automatique,14CV,Electrique,5,,229 900DTTTC,0,0
441,volvo,xc60 2.0-l-plus-dark#specs,Automatique,15CV,Essence | Hybride léger,5,1969CM³,299 900DTTTC,0,0
442,volvo,xc60 2.0-l-recharge-ultimate-bright#specs,Automatique,20CV,Essence | Hybride rechargeable,5,1969CM³,354 900DTTTC,0,0
443,volvo,xc60 2.0-l-ultra-dark#specs,Automatique,15CV,Essence | Hybride léger,5,1969CM³,354 900DTTTC,0,0
444,volvo,s90 2.0-l-plus-bright#specs,Automatique,15CV,Essence | Hybride léger,4,1969CM³,273 900DTTTC,0,0
445,volvo,s90 2.0-l-24-ultimate-bright#specs,Automatique,15CV,Essence | Hybride léger,4,1969CM³,289 900DTTTC,0,0
446,volvo,xc90 2.0-l-ultimate-bright-my2024#specs,Automatique,15CV,Essence | Hybride léger,5,1969CM³,375 900DTTTC,0,0
447,volvo,xc90 2.0-l-recharge-my2024-ultimate-bright#specs,Automatique,20CV,Essence | Hybride rechargeable,5,1969CM³,449 900DTTTC,0,0
448,wallyscar,wolf 1.5-t,Automatique,9CV,Essence,5,1498CM³,119 900DTTTC,0,0
