Marque,Modèle,year,horsepower,road,boite,fuel,cylindrée,nbre_portes,Negociable,Prix
Volkswagen,Golf 8,2021,8 CV,50 000 KM,Automatique,Hybride,5 L,5,Négociable,1234
Toyota,Land Cruiser,2024,6 CV,Manuelle,Diesel,10 L,5,,Négociable,1233
Renault,Twingo,2012,8 CV,200 000 KM,Manuelle,Essence,7 L,3,Négociable,40000
Citroen,C4 CACTUS,2015,5 CV,121 000 KM,Manuelle,Essence,3 L,5,Négociable,38500
Peugeot,208,2013,5 CV,178 KM,Manuelle,Essence,5,,,26000
Hyundai,I10,2020,4 CV,100 KM,Manuelle,Essence,3 L,5,Négociable,0
Volkswagen,Polo,2009,5 CV,230 KM,Manuelle,Essence,3 L,5,Négociable,26
Toyota,Hi Ace,2012,7 CV,0 KM,Manuelle,Diesel,5 L,5,Négociable,0
Volkswagen,Polo,2007,5 CV,184 KM,Manuelle,Essence,21 L,5,Négociable,22
Audi,A4,2013,7 CV,297 000 KM,Manuelle,Essence,9 L,5,,0
Kia,SPORTAGE,2019,7 CV,145 000 KM,Automatique,Essence,7 L,5,Négociable,90000
Mercedes,Classe Cla,2013,7 CV,220 000 KM,Manuelle,Essence,9 L,5,,75000
Fiat,AUTRE,2004,4 CV,240 000 KM,Manuelle,Essence,1 L,5,Négociable,13500
Renault,Megane,2006,6 CV,303 000 KM,Manuelle,Essence,5 L,5,Négociable,20000
Volkswagen,Polo,2004,5 CV,240 KM,Manuelle,Essence,3 L,5,,1
Volkswagen,Passat,2004,7 CV,287 000 KM,Manuelle,Essence,7 L,5,Négociable,32500
Renault,Express,1994,5 CV,300 000 KM,Manuelle,Diesel,5 L,3,Négociable,6000
Peugeot,407,2008,8 CV,280 000 KM,Manuelle,Diesel,7 L,5,Négociable,25000
Kia,SPORTAGE,2021,7 CV,92 000 KM,Manuelle,Diesel,9 L,5,Négociable,105
Volkswagen,Caddy,2015,5 CV,250 KM,Manuelle,Diesel,7 L,3,Négociable,29500
Peugeot,Bipper Tepee,2015,6 CV,193 000 KM,Manuelle,Diesel,5 L,3,Négociable,25500
Peugeot,308,2020,6 CV,123 000 KM,Manuelle,Essence,3 L,5,Négociable,47000
Fiat,AUTRE,2006,5 CV,226 000 KM,Manuelle,Essence,3 L,5,Négociable,20800
Chery,A3,2019,6 CV,87 000 KM,Manuelle,Essence,6 L,5,Négociable,36000
Nissan,Patrol,1997,11 CV,430 KM,Manuelle,Diesel,13 L,3,Négociable,16000
Chevrolet,AUTRE,2007,6 CV,0 KM,Manuelle,Essence,31 L,5,Négociable,20
Peugeot,206,2010,6 CV,212 000 KM,Manuelle,Essence,4 L,5,Négociable,20
Renault,Clio,2021,4 CV,47 100 KM,Manuelle,Essence,1 L,5,Négociable,42900
Bmw,SERIE 1 II,2021,6 CV,200 000 KM,Automatique,Diesel,6 L,5,Négociable,120500
Renault,Clio,1995,5 CV,11 111 KM,Manuelle,Essence,5,,Négociable,9
Kia,CERATO,2007,6 CV,277 KM,Manuelle,Diesel,5,,,29000
Renault,Megane,2005,6 CV,230 KM,Manuelle,Diesel,4 L,5,,0
Volkswagen,Golf,2005,6 CV,356 000 KM,Automatique,Diesel,10 L,5,Négociable,30000
Volkswagen,Jetta,2011,7 CV,218 000 KM,Manuelle,Essence,7 L,5,,32000
Bmw,316,2008,7 CV,258 KM,Manuelle,Essence,7 L,5,,123456
Citroen,C3,2014,5 CV,169 KM,Manuelle,Essence,3 L,5,Négociable,16000
Citroen,C4,2014,6 CV,79 KM,Manuelle,Essence,5 L,5,Négociable,36500
Seat,Ibiza,2021,4 CV,88 000 KM,Manuelle,Essence,1 L,5,Négociable,0
Peugeot,308,2016,5 CV,150 000 KM,Manuelle,Essence,3 L,5,Négociable,39000
Audi,A5,2011,11 CV,200 000 KM,Automatique,Essence,11 L,3,Négociable,50000
Toyota,Autres,2022,17 CV,16 KM,Automatique,Essence,11 L,5,Négociable,180
Ds,DS5,2016,9 CV,160 KM,Automatique,Essence,7 L,5,Négociable,44500
Citroen,C4,2013,6 CV,239 000 KM,Manuelle,Essence,5 L,5,,26200
Hyundai,I20,2021,5 CV,72 000 KM,Manuelle,Essence,5 L,5,,45000
Seat,Leon,2019,6 CV,178 KM,Manuelle,Essence,3 L,5,Négociable,62000
Citroen,C3,2018,4 CV,75 000 KM,Manuelle,Essence,5,,,38900
Volkswagen,Polo,2011,5 CV,163 000 KM,Manuelle,Essence,3 L,5,Négociable,24500
Citroen,C4,2013,6 CV,200 000 KM,Manuelle,Essence,5 L,5,Négociable,30
Renault,Clio,2014,5 CV,197 KM,Manuelle,Essence,3 L,5,Négociable,28
Volkswagen,Polo,1993,6 CV,200 000 KM,Manuelle,Essence,4 L,3,Négociable,5200
Dacia,SANDERO,2016,5 CV,180 KM,Manuelle,Essence,5,,Négociable,35000
Nissan,Qashqai,2016,6 CV,138 000 KM,Automatique,Essence,7 L,5,Négociable,62
Volkswagen,Polo,1998,5 CV,300 000 KM,Manuelle,Essence,5 L,5,Négociable,11500
Mini,AUTRE,2009,5 CV,148 000 KM,Manuelle,Essence,21 L,3,Négociable,26500
Chery,A3,2019,6 CV,85 000 KM,Manuelle,Essence,6 L,5,Négociable,38000
Suzuki,Baleno,2018,5 CV,160 000 KM,Automatique,Essence,5,,Négociable,10
Kia,RIO,2016,5 CV,185 KM,Manuelle,Essence,3 L,5,,39400
Suzuki,Celerio,2018,4 CV,116 000 KM,Manuelle,Essence,1 L,5,,28200
Volkswagen,Polo,2005,5 CV,230 KM,Manuelle,Essence,3 L,5,,123
Citroen,C3,2017,4 CV,156 000 KM,Manuelle,Essence,3 L,5,Négociable,35000
Renault,Clio,2019,5 CV,124 000 KM,Manuelle,Essence,1 L,5,,36
Renault,Megane,2010,5 CV,282 000 KM,Manuelle,Diesel,6 L,5,Négociable,26
Nissan,Juke,2011,6 CV,263 000 KM,Manuelle,Diesel,6 L,5,Négociable,36500
Peugeot,106,1997,5 CV,150 000 KM,Manuelle,Essence,3 L,5,Négociable,7000
Peugeot,508,2015,7 CV,153 000 KM,Automatique,Essence,5,,,36000
Citroen,C4,2012,6 CV,216 670 KM,Manuelle,Essence,5 L,5,Négociable,28500
Mercedes,Classe C,2003,9 CV,250 000 KM,Automatique,Essence,9 L,5,Négociable,35000
Bmw,316,2004,7 CV,330 KM,Manuelle,Essence,7 L,5,,26
Isuzu,D MAX,2023,9 CV,0 KM,Manuelle,Diesel,10 L,3,Négociable,113000
Citroen,C3,2017,4 CV,130 KM,Manuelle,Essence,3 L,5,Négociable,37
Bmw,SERIE 5,2017,9 CV,143 000 KM,Automatique,Essence,11 L,5,Négociable,108000
Toyota,Yaris,2015,5 CV,70 000 KM,Manuelle,Essence,4 L,5,,36000
Peugeot,308,2010,6 CV,188 238 KM,Manuelle,Essence,7 L,5,Négociable,24500
Volkswagen,Passat,2008,6 CV,200 000 KM,Manuelle,Diesel,5,,,35000
Seat,Ibiza,2015,5 CV,168 000 KM,Manuelle,Essence,3 L,5,Négociable,33800
Fiat,DOBLO,2016,5 CV,250 000 KM,Manuelle,Diesel,4 L,3,Négociable,24000
Citroen,C4,2012,6 CV,250 000 KM,Manuelle,Diesel,,,Négociable,30000
Citroen,C4,2012,6 CV,250 000 KM,Manuelle,Essence,4 L,5,Négociable,30000
Volkswagen,Golf,2020,8 CV,42 000 KM,Manuelle,Essence,6 L,5,Négociable,125000
Chevrolet,AUTRE,2007,6 CV,223 700 KM,Manuelle,Essence,5 L,5,Négociable,23000
Jaguar,XF,2019,16 CV,13 700 KM,Automatique,Essence,5,,,150000
Peugeot,2008,2017,5 CV,133 408 KM,Manuelle,Essence,5,,Négociable,42500
Renault,Megane,2021,7 CV,70 000 KM,Manuelle,Essence,4 L,5,,65000
Peugeot,2008,2014,5 CV,162 000 KM,Manuelle,Essence,3 L,,Négociable,37800
Dacia,DUSTER,2013,6 CV,220 000 KM,Manuelle,Essence,6 L,5,Négociable,37000
Peugeot,207,2010,4 CV,350 KM,Manuelle,Diesel,5 L,5,Négociable,22000
Fiat,PALIO WEEKEND,2001,4 CV,103 KM,Manuelle,Diesel,10 L,5,Négociable,15
Citroen,NEMO,2018,5 CV,226 000 KM,Manuelle,Diesel,4 L,3,,29000
Peugeot,206,2010,4 CV,210 200 KM,Manuelle,Essence,5,,Négociable,25500
Nissan,Autres,2008,7 CV,173 000 KM,Automatique,Essence,7 L,5,Négociable,25000
Fiat,PANDA,2015,4 CV,134 000 KM,Manuelle,Essence,3 L,5,Négociable,30000
Kia,RIO,2021,5 CV,67 400 KM,Manuelle,Essence,3 L,5,Négociable,64500
Ford,FIESTA,2010,5 CV,180 KM,Manuelle,Essence,3 L,5,Négociable,25500
Peugeot,Partner,2010,6 CV,288 000 KM,Manuelle,Essence,5 L,5,,30000
Peugeot,207,2009,6 CV,318 000 KM,Manuelle,Essence,5,,,23000
Honda,AUTRE,2016,5 CV,70 000 KM,Manuelle,Essence,3 L,5,,26500
Opel,Astra,2005,5 CV,0 KM,Manuelle,Diesel,3 L,5,Négociable,17500
Toyota,Autres,2022,4 CV,27 000 KM,Manuelle,Essence,1 L,5,Négociable,36500
Volkswagen,Golf,2010,6 CV,300 000 KM,Manuelle,Essence,5 L,5,Négociable,33000
Bmw,628,1985,14 CV,240 KM,Manuelle,Essence,19 L,3,,1234
Volvo,V50,2008,8 CV,246 000 KM,Manuelle,Diesel,11 L,5,,41500
Ds,AUTRE,2019,10 CV,118 000 KM,Automatique,Essence,7 L,5,,1
Opel,Agila,2001,5 CV,0 KM,Automatique,Essence,3 L,5,Négociable,13
Renault,Clio,2006,5 CV,157 700 KM,Manuelle,Essence,3 L,5,,25000
Chevrolet,AVEO,2014,5 CV,216 000 KM,Manuelle,Essence,3 L,5,Négociable,30000
MG,Zs,2021,7 CV,73 000 KM,Automatique,Essence,6 L,5,Négociable,74000
Citroen,C3,2018,4 CV,122 000 KM,Manuelle,Essence,3 L,5,Négociable,36500
Chevrolet,AVEO,2012,5 CV,108 000 KM,Manuelle,Essence,5 L,5,,25600
Peugeot,208,2019,4 CV,90 KM,Manuelle,Essence,5,,Négociable,33
Ford,FIESTA,2016,5 CV,174 000 KM,Manuelle,Essence,1 L,5,Négociable,36000
Peugeot,207,2010,4 CV,224 KM,Manuelle,Diesel,1 L,5,Négociable,19
Opel,Astra,1997,6 CV,290 KM,Manuelle,Essence,5 L,5,,98470213
Chevrolet,AUTRE,2019,5 CV,115 000 KM,Manuelle,Essence,5 L,5,Négociable,41000
Fiat,PANDA,1996,4 CV,63 000 KM,Manuelle,Essence,1 L,3,Négociable,11000
Fiat,PUNTO EVO,2010,4 CV,164 000 KM,Manuelle,Essence,3 L,5,Négociable,23000
Volkswagen,Golf,2017,6 CV,130 KM,Manuelle,Essence,3 L,5,Négociable,50
Audi,A4,2013,7 CV,200 KM,Manuelle,Essence,9 L,5,Négociable,41
Peugeot,Partner,2002,5 CV,0 KM,Manuelle,Essence,7 L,5,Négociable,22
Volkswagen,Polo,2017,5 CV,170 000 KM,Manuelle,Essence,5 L,5,Négociable,40000
Kia,PICANTO,2019,4 CV,114 000 KM,Manuelle,Essence,5,,,0
Kia,PICANTO,2019,4 CV,45 000 KM,Manuelle,Essence,5,,Négociable,38
MG,Autres,2021,6 CV,32 000 KM,Manuelle,Essence,7 L,5,Négociable,51000
MG,Autres,2021,7 CV,40 000 KM,Automatique,Essence,5 L,5,,0
Bmw,X4,2021,10 CV,100 000 KM,Automatique,Diesel,11 L,5,Négociable,200000
Renault,Autres,2021,7 CV,50 000 KM,Automatique,Essence,5,,Négociable,75
Volkswagen,Golf 7,2018,6 CV,135 000 KM,Manuelle,Essence,1 L,5,Négociable,70000
Volkswagen,Golf 8,2020,7 CV,11 000 KM,Manuelle,Essence,6 L,5,,129000
Volkswagen,Polo,2003,4 CV,123 878 KM,Manuelle,Diesel,5,,,1234
Dacia,SANDERO,2021,5 CV,40 000 KM,Manuelle,Essence,1 L,5,,111
Citroen,BERLINGO,2020,7 CV,180 000 KM,Automatique,Diesel,6 L,5,,111
Volkswagen,Caddy,2011,5 CV,350 KM,Manuelle,Diesel,5,,Négociable,23500
Ssangyong,Actyon,2012,7 CV,200 KM,Manuelle,Diesel,10 L,5,Négociable,37000
Fiat,DOBLO,2016,5 CV,155 000 KM,Manuelle,Diesel,7 L,3,Négociable,21500
Bmw,X4,2021,10 CV,100 000 KM,Automatique,Diesel,11 L,5,Négociable,200000
Toyota,Yaris,1999,4 CV,390 000 KM,Manuelle,Essence,2 L,5,Négociable,16000
Isuzu,D MAX,2015,8 CV,204 KM,Automatique,Diesel,16 L,5,,0
Peugeot,206,2007,6 CV,247 000 KM,Manuelle,Essence,5 L,5,Négociable,18
Kia,SPORTAGE,2017,6 CV,46 000 KM,Manuelle,Essence,,,,90000000
Mercedes,190-series,1987,7 CV,0 KM,Manuelle,Diesel,5,,Négociable,1111111
Audi,A4,2007,13 CV,200 000 KM,Automatique,Essence,11 L,5,Négociable,29500000
Haval,H6,2020,9 CV,105 000 KM,Automatique,Essence,7 L,5,Négociable,78000
Citroen,C3,2017,4 CV,85 000 KM,Manuelle,Essence,31 L,5,,38000
Opel,Astra,2009,7 CV,300 000 KM,Manuelle,Diesel,5,,Négociable,23000
Volkswagen,Golf 3,1993,6 CV,260 431 KM,Manuelle,Essence,21 L,5,,0
Kia,CERATO,2010,7 CV,323 000 KM,Manuelle,Essence,7 L,5,Négociable,26000
Fiat,AUTRE,2000,4 CV,216 000 KM,Manuelle,Essence,5 L,5,,13000
Tata,TATA XENON X2,2017,7 CV,70 000 KM,Manuelle,Diesel,13 L,3,,29000
Volkswagen,Transporter,1988,7 CV,170 000 KM,Manuelle,Diesel,3,,Négociable,9000
Kia,RIO,2018,5 CV,144 KM,Manuelle,Essence,3 L,5,Négociable,47500
Renault,Megane,2009,5 CV,248 000 KM,Manuelle,Diesel,6 L,5,,29500
Peugeot,308,2020,5 CV,130 000 KM,Manuelle,Diesel,6 L,5,Négociable,57000
Citroen,AUTRE,2016,5 CV,180 KM,Manuelle,Essence,3 L,5,Négociable,24
Mercedes,Classe Cla,2021,7 CV,51 000 KM,Manuelle,Diesel,10 L,5,Négociable,140000
Chery,QQ,2017,4 CV,96 000 KM,Manuelle,Essence,1 L,5,Négociable,20000
Mercedes,Classe Cla,2016,8 CV,52 000 KM,Automatique,Essence,5,,,135000
Dacia,LOGAN MCV,2019,5 CV,113 KM,Manuelle,Essence,5 L,5,Négociable,44000
Kia,RIO,2014,5 CV,169 000 KM,Manuelle,Essence,3 L,5,Négociable,29
Ford,FIESTA,2017,5 CV,83 000 KM,Manuelle,Essence,1 L,5,,38000
MG,Zs,2021,7 CV,25 000 KM,Manuelle,Essence,6 L,5,Négociable,68500
Volkswagen,Gol,2020,6 CV,98 KM,Manuelle,Essence,1 L,5,,0
Mahindra,KUV 100,2020,5 CV,55 KM,Manuelle,Essence,3 L,5,Négociable,32000
Volkswagen,Golf 8,2021,8 CV,70 500 KM,Automatique,Essence,6 L,5,,125000
Peugeot,206,2010,5 CV,242 000 KM,Manuelle,Essence,5,,Négociable,23500
Mercedes,Classe C,2005,9 CV,170 000 KM,Automatique,Diesel,13 L,5,Négociable,37000
Bmw,118,2010,8 CV,144 000 KM,Automatique,Essence,9 L,5,Négociable,32000
Citroen,C5,2009,6 CV,300 KM,Manuelle,Diesel,7 L,5,Négociable,21500
Ssangyong,Actyon,2012,7 CV,200 000 KM,Manuelle,Diesel,10 L,5,Négociable,39000
Volkswagen,Fox,1991,5 CV,90 KM,Manuelle,Essence,3,,Négociable,6000
Opel,Kadett,1990,5 CV,180 000 KM,Manuelle,Essence,1 L,5,,6500
Bmw,SERIE 2,2021,8 CV,46 000 KM,Automatique,Diesel,,,,130000
Opel,Corsa,2017,5 CV,200 000 KM,Manuelle,Essence,3 L,5,Négociable,29000
Fiat,500 C,2014,4 CV,100 000 KM,Manuelle,Essence,3 L,3,Négociable,38000
Renault,Master,2010,9 CV,410 000 KM,Manuelle,Diesel,3,,,14500
Suzuki,Swift,2019,7 CV,170 000 KM,Manuelle,Diesel,,,,30000
Citroen,C3,2017,9 CV,19 000 KM,Manuelle,Essence,3 L,5,,36500
Dacia,AUTRE,2014,5 CV,122 093 KM,Manuelle,Essence,21 L,5,Négociable,40000
Renault,Megane,2003,6 CV,100 KM,Manuelle,Essence,5 L,5,,19500
Kia,RIO,2020,5 CV,89 537 KM,Manuelle,Essence,21 L,5,Négociable,55000
Bmw,316,2003,7 CV,269 000 KM,Manuelle,Essence,7 L,3,,17
Citroen,C5,2009,6 CV,406 000 KM,Manuelle,Diesel,7 L,5,Négociable,31000
Kia,SPORTAGE,2020,7 CV,0 KM,Manuelle,Diesel,11 L,5,,0
Ford,FOCUS,2016,6 CV,219 400 KM,Manuelle,Essence,1 L,5,Négociable,35
Fiat,DOBLO,2003,8 CV,20 000 KM,Manuelle,Diesel,3,,,9000
Renault,Megane,2006,5 CV,159 000 KM,Manuelle,Diesel,5,,Négociable,20
Citroen,DS5,2017,9 CV,117 000 KM,Automatique,Essence,11 L,5,Négociable,55
Haval,H6,2020,9 CV,93 000 KM,Automatique,Essence,5,,,74000
Fiat,AUTRE,2006,5 CV,157 000 KM,Manuelle,Essence,7 L,5,Négociable,22000
Peugeot,208,2019,4 CV,56 KM,Manuelle,Essence,5,,Négociable,34
Peugeot,206,2008,6 CV,123 000 KM,Manuelle,Essence,3 L,5,Négociable,16500
Volkswagen,Golf 7,2015,5 CV,150 000 KM,Manuelle,Essence,3 L,5,Négociable,55000
Kia,RIO,2022,5 CV,36 000 KM,Manuelle,Essence,1 L,5,,75
Kia,RIO,2012,6 CV,230 000 KM,Manuelle,Essence,5 L,5,,26000
Citroen,C3,2020,4 CV,84 000 KM,Manuelle,Essence,3 L,5,,1234
Kia,SPORTAGE,2017,8 CV,163 000 KM,Automatique,Essence,7 L,5,,1234
Peugeot,3008,2019,7 CV,180 000 KM,Manuelle,Diesel,7 L,5,,1234
Kia,SPORTAGE,2020,7 CV,100 000 KM,Automatique,Hybride,8 L,5,,1234
Kia,RIO,2017,5 CV,110 000 KM,Manuelle,Essence,3 L,5,,1234
Volkswagen,Polo,2023,+20 CV,15 000 KM,Automatique,Essence,1 L,5,Négociable,105000
Opel,Corsa,2016,5 CV,145 000 KM,Manuelle,Essence,5,,Négociable,28500
Kia,RIO,2018,5 CV,66 552 KM,Manuelle,Essence,3 L,5,,51000
Kia,RIO,2018,5 CV,66 552 KM,Manuelle,Essence,3 L,5,,51000
Peugeot,106,1996,4 CV,200 000 KM,Manuelle,Essence,2 L,3,Négociable,9000
Fiat,PALIO WEEKEND,2006,4 CV,210 KM,Manuelle,Essence,1 L,5,,17500
Opel,Astra,2003,4 CV,200 000 KM,Manuelle,Essence,1 L,5,,12800
Peugeot,3008,2010,7 CV,230 KM,Manuelle,Essence,7 L,5,Négociable,34
Kia,CARENS,2016,8 CV,277 000 KM,Automatique,Diesel,8 L,5,,36
Fiat,PUNTO,2017,5 CV,137 000 KM,Manuelle,Essence,5 L,5,Négociable,28000
Peugeot,407,2005,6 CV,160 000 KM,Manuelle,Diesel,7 L,5,Négociable,18
Mahindra,KUV 100,2021,5 CV,30 000 KM,Manuelle,Essence,21 L,5,,30000
Renault,Megane,2007,7 CV,1 000 KM,Manuelle,Essence,7 L,5,Négociable,26500
Ford,FOCUS,2011,6 CV,378 000 KM,Manuelle,Essence,21 L,3,,0
Volkswagen,Passat,2010,7 CV,332 000 KM,Manuelle,Essence,7 L,5,,34000
Bmw,520,2017,9 CV,137 000 KM,Automatique,Essence,7 L,5,Négociable,102000
Bmw,X4,2021,10 CV,100 000 KM,Automatique,Diesel,11 L,5,Négociable,220000
Dacia,SANDERO,2013,5 CV,168 000 KM,Manuelle,Essence,3 L,5,Négociable,21000
Fiat,DOBLO,2015,5 CV,350 KM,Manuelle,Diesel,4 L,5,,18000
Ford,FIESTA,1998,5 CV,120 KM,Manuelle,Essence,5 L,5,Négociable,11500
Mercedes,Classe A,2020,7 CV,60 000 KM,Automatique,Essence,9 L,5,Négociable,107000
Opel,Signum,2002,4 CV,200 KM,Manuelle,Essence,3 L,5,Négociable,2
Peugeot,207,2009,6 CV,80 000 KM,Manuelle,Essence,5 L,5,Négociable,30
Peugeot,206,2004,4 CV,270 KM,Manuelle,Essence,3 L,5,Négociable,17400
Skoda,Fabia,2023,4 CV,8 000 KM,Manuelle,Essence,5,,Négociable,65000
Peugeot,508,2011,6 CV,211 000 KM,Manuelle,Diesel,7 L,5,Négociable,40000
Hyundai,I10,2022,5 CV,40 000 KM,Manuelle,Essence,3 L,5,Négociable,49500
Seat,Ibiza,2019,4 CV,70 000 KM,Manuelle,Essence,1 L,5,,1234
Fiat,GRANDE PUNTO,2008,5 CV,79 000 KM,Manuelle,Essence,3 L,5,Négociable,27000
Peugeot,207,2007,6 CV,157 KM,Manuelle,Essence,5 L,5,Négociable,25
Renault,Master,2016,11 CV,80 KM,Manuelle,Diesel,3,,,0
Volkswagen,Golf 7,2013,5 CV,135 KM,Manuelle,Essence,3 L,5,,51
Volkswagen,Golf,2014,5 CV,159 000 KM,Manuelle,Essence,3 L,5,Négociable,48000
Chery,QQ,2018,4 CV,90 000 KM,Manuelle,Essence,5,,Négociable,23
Fiat,GRANDE PUNTO,2015,4 CV,117 000 KM,Manuelle,Essence,3 L,5,,28000
Kia,CEED,2010,5 CV,238 500 KM,Manuelle,Essence,4 L,5,,39000
Suzuki,Baleno,2024,6 CV,9 000 KM,Manuelle,Essence,6 L,5,Négociable,19
Peugeot,Partner,2011,7 CV,189 000 KM,Manuelle,Diesel,10 L,5,,23500
Volkswagen,Golf,2010,7 CV,270 KM,Manuelle,Essence,3 L,5,Négociable,39000000
Volkswagen,Polo,1996,5 CV,1 222 222 KM,Manuelle,Essence,5 L,5,Négociable,12000
Volkswagen,Caddy,2010,9 CV,157 500 KM,Manuelle,Diesel,10 L,5,Négociable,0
Volkswagen,Vento,2014,6 CV,3 000 KM,Manuelle,Diesel,5,,Négociable,11000
Peugeot,305,2018,5 CV,158 000 KM,Manuelle,Essence,4 L,5,Négociable,30000
Fiat,AUTRE,2006,5 CV,232 000 KM,Manuelle,Essence,7 L,3,,18000
Ford,RANGER,2013,7 CV,182 000 KM,Manuelle,Diesel,13 L,5,,50
Volkswagen,Golf 7,2020,6 CV,65 000 KM,Manuelle,Essence,1 L,5,,70000
Mazda,BT 50,2018,9 CV,200 000 KM,Manuelle,Diesel,16 L,5,Négociable,57000
Mazda,BT 50,2018,9 CV,200 000 KM,Manuelle,Diesel,16 L,5,Négociable,57000
Renault,Megane,2006,5 CV,0 KM,Manuelle,Diesel,5,,Négociable,18800
Chevrolet,AVEO,2021,6 CV,12 KM,Automatique,Diesel,18 L,3,,12
Kia,PICANTO,2021,5 CV,97 000 KM,Manuelle,Essence,3 L,5,,45000
Renault,Megane,2006,5 CV,0 KM,Manuelle,Diesel,5,,Négociable,18300
Porsche,Cayenne,2022,+20 CV,24 500 KM,Automatique,Hybride,21 L,5,Négociable,447000
Kia,RIO,2018,5 CV,180 000 KM,Manuelle,Essence,6 L,5,Négociable,40000
Volkswagen,Golf,2010,7 CV,287 000 KM,Manuelle,Essence,7 L,5,Négociable,35000
Toyota,Auris,2012,5 CV,280 KM,Manuelle,Diesel,5 L,5,Négociable,30
Citroen,BERLINGO,2007,7 CV,0 KM,Manuelle,Diesel,7 L,5,Négociable,14000
Ford,FOCUS,2015,7 CV,195 000 KM,Manuelle,Essence,7 L,5,Négociable,33000
Opel,Corsa,2002,4 CV,168 KM,Manuelle,Essence,3 L,5,Négociable,11700
Citroen,AUTRE,2014,4 CV,200 KM,Manuelle,Essence,3 L,5,Négociable,1
Kia,PICANTO,2022,5 CV,22 000 KM,Manuelle,Essence,3 L,5,,43000
Peugeot,Boxer,2004,9 CV,0 KM,Manuelle,Diesel,21 L,3,Négociable,0
Isuzu,D MAX,2016,8 CV,247 000 KM,Manuelle,Diesel,21 L,5,,48000
Audi,A3,2001,6 CV,368 000 KM,Manuelle,Diesel,10 L,3,Négociable,16500
Volkswagen,Caddy,2020,7 CV,91 KM,Manuelle,Diesel,11 L,5,,45
Peugeot,106,2024,5 CV,Manuelle,Essence,5,,,,10500
Nissan,Patrol,1999,11 CV,480 000 KM,Manuelle,Diesel,21 L,5,,53000
Mercedes,Classe Clk,2003,10 CV,270 000 KM,Manuelle,Essence,11 L,3,Négociable,32500
Volkswagen,Caddy,2016,7 CV,217 KM,Manuelle,Diesel,3,,Négociable,1111111
Haval,H2,2018,9 CV,123 000 KM,Manuelle,Essence,6 L,5,Négociable,59000
Mercedes,Classe C,2010,9 CV,229 000 KM,Automatique,Essence,7 L,5,,43000
Volkswagen,Golf 8,2023,8 CV,5 000 KM,Automatique,Hybride,5 L,5,,135000
Ford,ECOSPORT,2018,7 CV,88 000 KM,Automatique,Essence,1 L,5,Négociable,62500
Jeep,WRANGLER,2018,20 CV,90 000 KM,Automatique,Essence,31 L,5,,0
Audi,QUATTRO,2022,+20 CV,60 000 KM,Automatique,Essence,21 L,5,,0
Citroen,NEMO,2018,5 CV,150 KM,Manuelle,Diesel,4 L,3,,123
Mega,AUTRE,2002,4 CV,300 000 KM,Manuelle,Diesel,31 L,3,Négociable,14000
Suzuki,Swift,2019,5 CV,74 900 KM,Manuelle,Essence,3 L,5,,38000
Citroen,C3,2020,4 CV,147 000 KM,Manuelle,Essence,1 L,5,Négociable,36000
Volkswagen,Vento,1995,6 CV,1 000 KM,Manuelle,Diesel,5,,Négociable,6000
Citroen,JUMPY,2003,8 CV,200 000 KM,Manuelle,Diesel,5,,Négociable,20000
Peugeot,Autres,2013,5 CV,246 KM,Manuelle,Essence,3 L,5,Négociable,23
Volkswagen,Polo,2012,4 CV,1 111 111 111 KM,Manuelle,Diesel,10 L,5,Négociable,21000
Dacia,DUSTER,2018,6 CV,189 000 KM,Manuelle,Essence,7 L,5,,123
Peugeot,106,1999,4 CV,281 000 KM,Manuelle,Essence,2 L,5,Négociable,7800
Renault,Clio,1999,4 CV,200 KM,Manuelle,Essence,1 L,5,,16500
Peugeot,Partner,2020,5 CV,131 000 KM,Manuelle,Diesel,7 L,3,,43
Peugeot,206,2001,4 CV,300 000 KM,Manuelle,Essence,31 L,5,,0
Mercedes,Sprinter,2010,7 CV,500 000 KM,Manuelle,Diesel,21 L,3,,1234
Peugeot,Autres,2015,5 CV,25 000 KM,Manuelle,Essence,3 L,5,Négociable,24000
BYD,F3,2024,11 CV,11 100 KM,Automatique,Essence,11 L,5,Négociable,170
Volkswagen,Polo,2003,4 CV,200 KM,Manuelle,Essence,5 L,5,,22000
Renault,Autres,2009,5 CV,170 000 KM,Manuelle,Essence,5 L,5,Négociable,23500000
Citroen,JUMPY,2019,7 CV,125 000 KM,Manuelle,Diesel,7 L,5,Négociable,58
Kia,SPORTAGE,2014,6 CV,10 KM,Manuelle,Diesel,7 L,5,Négociable,65000
Nissan,Qashqai,2018,6 CV,100 000 KM,Automatique,Essence,3 L,5,Négociable,68500
Volkswagen,Golf,2010,7 CV,247 KM,Manuelle,Essence,5 L,5,,39000
Citroen,SAXO,2002,4 CV,294 000 KM,Manuelle,Essence,3 L,5,Négociable,13500
Volkswagen,Polo,2018,4 CV,48 000 KM,Manuelle,Essence,1 L,5,Négociable,48300
Renault,Megane,2011,5 CV,298 000 KM,Manuelle,Diesel,6 L,5,Négociable,0
Mazda,MAZDA2,2016,6 CV,186 000 KM,Manuelle,Essence,7 L,5,,35000
Skoda,Autres,2021,6 CV,79 000 KM,Automatique,Essence,7 L,5,,69000
Chery,Tiggo,2020,6 CV,70 000 KM,Manuelle,Essence,5 L,5,Négociable,43
